date,text,感情,エピソード
2025-03-07 15:25:06+00:00,この歯💢💢💢　てか右の真ん中3つともガッタガタやな https://t.co/X2SYo0veov,怒り,なし
2025-03-07 15:18:31+00:00,保険効かないのつらすぎる　舌が削られまくって痛いんだが,不安,なし
2025-03-07 15:18:07+00:00,マウスピースでも80万とかかかるの　つらい　お金に困ってるのに　つらい,"不安, 欲求",なし
2025-03-07 15:14:01+00:00,反対咬合も治したいよな〜　マウスピースで治る程度の歯並びの悪さだと思うんだけど、なんぼするんやろ,不安,なし
2025-03-07 15:06:09+00:00,右下の歯が内側に寄っててベロを削ってきて痛いのでそこだけ矯正したい　部分矯正ってできんのかな,不快,なし
2025-03-07 08:01:34+00:00,このままフリーランスになるか……？と考えているけど、正社員経験しといてよかった　メール(メッセージ)の書き方とかスケジュールの立て方がわかる,喜び,なし
2025-03-07 07:42:09+00:00,クッキーちょっとあっためようとしたら焦げちゃった,失望,なし
2025-03-07 04:17:02+00:00,えーーーーーーーコーヒーメーカー解約できませんでしたって返ってきた　クソ,怒り,なし
2025-03-06 17:02:26+00:00,夜食用にマグカップチキンラーメン買ったけどあんま美味しくないかも　不味くもないんだけど　なんかいちいち食いたくない程度の味だわ　やっぱなんか冷凍食品探すか……,不快,なし
2025-03-06 16:49:00+00:00,ベッド横の机に置いてたコップそのまま使ったら牛乳に埃浮きまくってオワタ,不快,なし
2025-03-06 12:31:30+00:00,冷凍チーズインハンバーグよ〜　ポテトも買ってみた https://t.co/TNCOuYcKxe,喜び,なし
2025-03-06 05:12:47+00:00,そういえば市民税の申告したいのに源泉徴収票がまだ来てないんだよな　いつ来るんだ,不安,なし
2025-03-06 04:12:00+00:00,絞ったスポンジ作戦を　今度やります,不安,なし
2025-03-06 04:11:47+00:00,シミそばかす無いからファンデーションしなくていいやとか言ってたけど、自分の顔見てみたらわりと斑やな　なんか　傷跡が多い　自分の顔見たことなさすぎ芸人,不安,なし
2025-03-06 02:38:36+00:00,Apple Watchつけ忘れた日は漏れなく起きれない(Apple Watchの振動アラーム使ってる),不安,忘れ物
2025-03-04 13:20:38+00:00,ふろあが,喜び,風呂に入った
2025-03-04 10:03:45+00:00,タスクこなせたので今日こそ風呂入るか,喜び,風呂に入った
2025-03-04 09:22:18+00:00,肉買いに行こうかと思ったけど雨降ってる　えーん　今日は諦めるか,悲しみ,なし
2025-03-04 07:21:02+00:00,グラタン食べたい！と思ったけど肉がない　仕事終わったら買いに行くか,欲求,なし
2025-03-04 02:18:34+00:00,誰でも行ける感じのポーズにするか……,不安,なし
2025-03-04 02:18:15+00:00,ご本人のXとかYouTube見てもキャラクターの説明全然無い　ﾋｴｰ,不快,なし
2025-03-04 02:17:51+00:00,ラフ描こうと思ったけどキャラクターの詳細がなんもないのでどんなポーズにすればいいかわからない　ｳｵｰ,不安,なし
2025-03-03 15:59:40+00:00,もう1週間入ってない　早いな https://t.co/d6Y6U67qOQ,不快,風呂に入らなかった
2025-03-03 15:59:17+00:00,ケツ穴かゆ,不快,なし
2025-03-03 15:33:29+00:00,ヨッシャーギリラフ２枚目描けた　これで寝れるぞ～,喜び,なし
2025-03-03 14:10:16+00:00,お腹いっぱいお茶飲みすぎてしゃっくり出てて死にそう　やばい死にそう　ゲロ出そう　めっちゃしんどい　死にそう,"不快, 不安",なし
2025-03-03 11:50:59+00:00,豚キムチ作ったけどキムチだけ残っちゃった　結構いっぱい肉入れたのに,喜び,なし
2025-03-03 10:13:29+00:00,ラフ１枚描けた～　おなかちゅいた,喜び,なし
2025-03-03 06:49:12+00:00,ちょっと後で追加料金要りますとか書こう,不安,なし
2025-03-03 06:48:40+00:00,つなぐで何も考えずにキャラデザなかったら特徴を言ってねって書いてるんだけど、いざ来たらキャラデザやる時間が要ることに気づいてしまった,不安,なし
2025-03-03 05:56:07+00:00,買い物行ったら風強すぎてまたほっぺた痛くなった　えーん　とりあえずカイロ当ててみます,悲しみ,なし
2025-03-03 03:59:39+00:00,うんち出そう,不快,なし
2025-03-02 12:36:26+00:00,姫路城マラソンのテレビやってるやん,喜び,なし
2025-03-02 12:28:26+00:00,いやまだ間に合うんだけど　もう眠い,眠気,不眠
2025-03-02 12:21:59+00:00,収支報告してたらこんな時間,無気力,なし
2025-03-02 12:21:49+00:00,風呂入りたいけど時間がもう遅い,不安,風呂に入りたい
2025-03-02 10:27:06+00:00,絞ったスポンジでファンデ再挑戦してみるか……,無気力,なし
2025-03-02 10:22:44+00:00,絞っちゃって良いんだ　絞ったら水含ませた意味ないよな～？と思って絞ってなかった,なし,なし
2025-03-02 10:22:29+00:00,スポンジを間違って使ってる人多いかも😭！NGメイク3選 #水アリスポンジ#ファンデーション#塗り方#さゆりメイク https://t.co/6H7LWYZIcp via @YouTube,悲しみ,なし
2025-03-02 08:45:41+00:00,わワッパー半分だけ食べるつもりが全部食べちゃった　食べれてしまった　食いしんボーイ,喜び,食いしんボーイ
2025-03-02 07:48:15+00:00,2件ともOKきた　ヨッシャー　帰ったら納品じゃ,喜び,なし
2025-03-02 07:23:17+00:00,バーキン買いに行こかな　ワッパー２食分になるし,欲求,なし
2025-03-02 07:13:34+00:00,マック食いたくなってきた,欲求,なし
2025-03-02 07:02:39+00:00,確かに寝つき悪くてもがいてた,不安,不眠
2025-03-02 07:02:01+00:00,今日7時に起きれたからよく寝れたんかな〜＾＾→寝れてなさすぎ https://t.co/V6Mlb1F8oP,"喜び, 不安",不眠
2025-03-02 06:56:38+00:00,もう16時だけど　お腹すいてないのか　なんでや,不安,なし
2025-03-02 06:56:27+00:00,日曜だしなんか外食したいな～と思ってるけどおなかすいてないからなんも思いつかん　完,欲求,なし
2025-03-02 06:56:00+00:00,とりあえず描けた　納品前確認待ち～,喜び,なし
2025-03-01 23:50:13+00:00,お仕事絵描くでおま,喜び,なし
2025-03-01 23:50:00+00:00,くしゃみがとまらん,不快,なし
2025-03-01 22:25:03+00:00,起きた,無気力,なし
2025-03-01 14:52:13+00:00,ゴミは出したけど2月の収支報告はできなかった　えーん,悲しみ,なし
2025-03-01 14:39:52+00:00,ちょっと窓開けたら蚊みたいな虫部屋に入ってきてて死　もう虫の季節か,不快,なし
2025-03-01 14:32:11+00:00,3月になったのにPayPayカード使える金額0円のままなんだが　なんで？？？？？ https://t.co/RKbkHVoR06,不安,なし
2025-03-01 14:03:16+00:00,カシューナッツなくなってきたから注文しようとしたら品切れで泣き,悲しみ,なし
2025-03-01 13:38:18+00:00,俺が出してる商品より遥かに高い値段で依頼来てるんだけど、そのままの値段でええんかな　それとも下げるべきか　うーん,不安,なし
2025-03-01 13:31:57+00:00,ゴミ出しと２月の収支報告しないといけないんだった　風呂は諦めます,不安,風呂に入らなかった
2025-03-01 13:30:46+00:00,カレンダ～にスケジュ～ル計算して書いたのでOK～,喜び,なし
2025-03-01 13:26:44+00:00,もう７日までのスケジュールが埋まっちゃったよ,喜び,過集中
2025-03-01 13:26:31+00:00,コミッション再開初日で5件も来て　ｳｵｵｵｵｵ　スケジュールが埋まる埋まる　マルチタスクできないマンなので死にかけてる,喜び,なし
